location,date,new_deaths,new_cases,people_fully_vaccinated,new_vaccinations,RollingVaxxTotal
Africa,2020-01-03,0,0,0,0,0
Africa,2020-01-04,0,0,0,0,0
Africa,2020-01-05,0,0,0,0,0
Africa,2020-01-06,0,0,0,0,0
Africa,2020-01-07,0,0,0,0,0
Africa,2020-01-08,0,0,0,0,0
Africa,2020-01-09,0,0,0,0,0
Africa,2020-01-10,0,0,0,0,0
Africa,2020-01-11,0,0,0,0,0
Africa,2020-01-12,0,0,0,0,0
Africa,2020-01-13,0,0,0,0,0
Africa,2020-01-14,0,0,0,0,0
Africa,2020-01-15,0,0,0,0,0
Africa,2020-01-16,0,0,0,0,0
Africa,2020-01-17,0,0,0,0,0
Africa,2020-01-18,0,0,0,0,0
Africa,2020-01-19,0,0,0,0,0
Africa,2020-01-20,0,0,0,0,0
Africa,2020-01-21,0,0,0,0,0
Africa,2020-01-22,0,0,0,0,0
Africa,2020-01-23,0,0,0,0,0
Africa,2020-01-24,0,0,0,0,0
Africa,2020-01-25,0,0,0,0,0
Africa,2020-01-26,0,0,0,0,0
Africa,2020-01-27,0,0,0,0,0
Africa,2020-01-28,0,0,0,0,0
Africa,2020-01-29,0,0,0,0,0
Africa,2020-01-30,0,0,0,0,0
Africa,2020-01-31,0,0,0,0,0
Africa,2020-02-01,0,0,0,0,0
Africa,2020-02-02,0,0,0,0,0
Africa,2020-02-03,0,0,0,0,0
Africa,2020-02-04,0,0,0,0,0
Africa,2020-02-05,0,0,0,0,0
Africa,2020-02-06,0,0,0,0,0
Africa,2020-02-07,0,0,0,0,0
Africa,2020-02-08,0,0,0,0,0
Africa,2020-02-09,0,0,0,0,0
Africa,2020-02-10,0,0,0,0,0
Africa,2020-02-11,0,0,0,0,0
Africa,2020-02-12,0,0,0,0,0
Africa,2020-02-13,0,0,0,0,0
Africa,2020-02-14,0,0,0,0,0
Africa,2020-02-15,0,0,0,0,0
Africa,2020-02-16,0,1,0,0,0
Africa,2020-02-17,0,0,0,0,0
Africa,2020-02-18,0,0,0,0,0
Africa,2020-02-19,0,0,0,0,0
Africa,2020-02-20,0,0,0,0,0
Africa,2020-02-21,0,0,0,0,0
Africa,2020-02-22,0,0,0,0,0
Africa,2020-02-23,0,0,0,0,0
Africa,2020-02-24,0,0,0,0,0
Africa,2020-02-25,0,0,0,0,0
Africa,2020-02-26,0,1,0,0,0
Africa,2020-02-27,0,0,0,0,0
Africa,2020-02-28,0,0,0,0,0
Africa,2020-02-29,0,1,0,0,0
Africa,2020-03-01,0,0,0,0,0
Africa,2020-03-02,0,1,0,0,0
Africa,2020-03-03,0,5,0,0,0
Africa,2020-03-04,0,5,0,0,0
Africa,2020-03-05,5,12,0,0,0
Africa,2020-03-06,0,4,0,0,0
Africa,2020-03-07,0,14,0,0,0
Africa,2020-03-08,0,36,0,0,0
Africa,2020-03-09,0,4,0,0,0
Africa,2020-03-10,1,14,0,0,0
Africa,2020-03-11,0,12,0,0,0
Africa,2020-03-12,0,26,0,0,0
Africa,2020-03-13,2,49,0,0,0
Africa,2020-03-14,0,54,0,0,0
Africa,2020-03-15,1,75,0,0,0
Africa,2020-03-16,0,77,0,0,0
Africa,2020-03-17,2,95,0,0,0
Africa,2020-03-18,3,110,0,0,0
Africa,2020-03-19,1,117,0,0,0
Africa,2020-03-20,1,193,0,0,0
Africa,2020-03-21,5,218,0,0,0
Africa,2020-03-22,6,213,0,0,0
Africa,2020-03-23,11,320,0,0,0
Africa,2020-03-24,6,389,0,0,0
Africa,2020-03-25,7,400,0,0,0
Africa,2020-03-26,5,489,0,0,0
Africa,2020-03-27,13,666,0,0,0
Africa,2020-03-28,31,654,0,0,0
Africa,2020-03-29,40,311,0,0,0
Africa,2020-03-30,10,541,0,0,0
Africa,2020-03-31,172,554,0,0,0
Africa,2020-04-01,83,554,0,0,0
Africa,2020-04-02,34,583,0,0,0
Africa,2020-04-03,43,854,0,0,0
Africa,2020-04-04,48,861,0,0,0
Africa,2020-04-05,49,736,0,0,0
Africa,2020-04-06,50,711,0,0,0
Africa,2020-04-07,40,742,0,0,0
Africa,2020-04-08,46,818,0,0,0
Africa,2020-04-09,32,681,0,0,0
Africa,2020-04-10,53,790,0,0,0
Africa,2020-04-11,65,781,0,0,0
Africa,2020-04-12,69,818,0,0,0
Africa,2020-04-13,57,723,0,0,0
Africa,2020-04-14,51,834,0,0,0
Africa,2020-04-15,243,897,0,0,0
Africa,2020-04-16,32,955,0,0,0
Africa,2020-04-17,52,1281,0,0,0
Africa,2020-04-18,48,1412,0,0,0
Africa,2020-04-19,59,1137,0,0,0
Africa,2020-04-20,40,1241,0,0,0
Africa,2020-04-21,41,1354,0,0,0
Africa,2020-04-22,36,1193,0,0,0
Africa,2020-04-23,44,1501,0,0,0
Africa,2020-04-24,53,1311,0,0,0
Africa,2020-04-25,36,1448,0,0,0
Africa,2020-04-26,39,1445,0,0,0
Africa,2020-04-27,43,1455,0,0,0
Africa,2020-04-28,50,1221,0,0,0
Africa,2020-04-29,47,1670,0,0,0
Africa,2020-04-30,67,1971,0,0,0
Africa,2020-05-01,49,2491,0,0,0
Africa,2020-05-02,62,1801,0,0,0
Africa,2020-05-03,68,2072,0,0,0
Africa,2020-05-04,36,1848,0,0,0
Africa,2020-05-05,96,2727,0,0,0
Africa,2020-05-06,61,1990,0,0,0
Africa,2020-05-07,51,2023,0,0,0
Africa,2020-05-08,66,2955,0,0,0
Africa,2020-05-09,80,3745,0,0,0
Africa,2020-05-10,63,2795,0,0,0
Africa,2020-05-11,61,3343,0,0,0
Africa,2020-05-12,58,2768,0,0,0
Africa,2020-05-13,62,3187,0,0,0
Africa,2020-05-14,72,2944,0,0,0
Africa,2020-05-15,76,3251,0,0,0
Africa,2020-05-16,61,2579,0,0,0
Africa,2020-05-17,72,3220,0,0,0
Africa,2020-05-18,61,4045,0,0,0
Africa,2020-05-19,66,2904,0,0,0
Africa,2020-05-20,73,3435,0,0,0
Africa,2020-05-21,109,4041,0,0,0
Africa,2020-05-22,81,4440,0,0,0
Africa,2020-05-23,83,4117,0,0,0
Africa,2020-05-24,69,3957,0,0,0
Africa,2020-05-25,103,4403,0,0,0
Africa,2020-05-26,132,3910,0,0,0
Africa,2020-05-27,115,3775,0,0,0
Africa,2020-05-28,88,5251,0,0,0
Africa,2020-05-29,89,4859,0,0,0
Africa,2020-05-30,137,5916,0,0,0
Africa,2020-05-31,145,6147,0,0,0
Africa,2020-06-01,149,5622,0,0,0
Africa,2020-06-02,240,6091,0,0,0
Africa,2020-06-03,248,5035,0,0,0
Africa,2020-06-04,186,5312,0,0,0
Africa,2020-06-05,302,7843,0,0,0
Africa,2020-06-06,271,6480,0,0,0
Africa,2020-06-07,282,6963,0,0,0
Africa,2020-06-08,187,5643,0,0,0
Africa,2020-06-09,206,6910,0,0,0
Africa,2020-06-10,259,6948,0,0,0
Africa,2020-06-11,177,6493,0,0,0
Africa,2020-06-12,236,7666,0,0,0
Africa,2020-06-13,270,8412,0,0,0
Africa,2020-06-14,208,9168,0,0,0
Africa,2020-06-15,215,8710,0,0,0
Africa,2020-06-16,303,8736,0,0,0
Africa,2020-06-17,319,7251,0,0,0
Africa,2020-06-18,237,9141,0,0,0
Africa,2020-06-19,349,9507,0,0,0
Africa,2020-06-20,382,9298,0,0,0
Africa,2020-06-21,318,10747,0,0,0
Africa,2020-06-22,393,9223,0,0,0
Africa,2020-06-23,240,9387,0,0,0
Africa,2020-06-24,281,9278,0,0,0
Africa,2020-06-25,375,11568,0,0,0
Africa,2020-06-26,281,12072,0,0,0
Africa,2020-06-27,292,11798,0,0,0
Africa,2020-06-28,332,13069,0,0,0
Africa,2020-06-29,295,11096,0,0,0
Africa,2020-06-30,294,10798,0,0,0
Africa,2020-07-01,337,11725,0,0,0
Africa,2020-07-02,224,14264,0,0,0
Africa,2020-07-03,225,14415,0,0,0
Africa,2020-07-04,257,15110,0,0,0
Africa,2020-07-05,199,16662,0,0,0
Africa,2020-07-06,273,14181,0,0,0
Africa,2020-07-07,397,14416,0,0,0
Africa,2020-07-08,316,14267,0,0,0
Africa,2020-07-09,247,14077,0,0,0
Africa,2020-07-10,253,18594,0,0,0
Africa,2020-07-11,273,18013,0,0,0
Africa,2020-07-12,245,18772,0,0,0
Africa,2020-07-13,272,16826,0,0,0
Africa,2020-07-14,241,16226,0,0,0
Africa,2020-07-15,301,16140,0,0,0
Africa,2020-07-16,261,18460,0,0,0
Africa,2020-07-17,342,19570,0,0,0
Africa,2020-07-18,255,19203,0,0,0
Africa,2020-07-19,283,19439,0,0,0
Africa,2020-07-20,211,19254,0,0,0
Africa,2020-07-21,247,14723,0,0,0
Africa,2020-07-22,318,13672,0,0,0
Africa,2020-07-23,684,19659,0,0,0
Africa,2020-07-24,284,19184,0,0,0
Africa,2020-07-25,369,20891,0,0,0
Africa,2020-07-26,423,18240,0,0,0
Africa,2020-07-27,239,18149,0,0,0
Africa,2020-07-28,407,13108,0,0,0
Africa,2020-07-29,368,13264,0,0,0
Africa,2020-07-30,359,17767,0,0,0
Africa,2020-07-31,452,18238,0,0,0
Africa,2020-08-01,313,17684,0,0,0
Africa,2020-08-02,288,16310,0,0,0
Africa,2020-08-03,347,13830,0,0,0
Africa,2020-08-04,313,10561,0,0,0
Africa,2020-08-05,455,9789,0,0,0
Africa,2020-08-06,541,14720,0,0,0
Africa,2020-08-07,445,14138,0,0,0
Africa,2020-08-08,421,13718,0,0,0
Africa,2020-08-09,416,13964,0,0,0
Africa,2020-08-10,339,12300,0,0,0
Africa,2020-08-11,320,8455,0,0,0
Africa,2020-08-12,260,7698,0,0,0
Africa,2020-08-13,416,9338,0,0,0
Africa,2020-08-14,390,10369,0,0,0
Africa,2020-08-15,407,13095,0,0,0
Africa,2020-08-16,222,11677,0,0,0
Africa,2020-08-17,280,9950,0,0,0
Africa,2020-08-18,245,8861,0,0,0
Africa,2020-08-19,399,8526,0,0,0
Africa,2020-08-20,315,10870,0,0,0
Africa,2020-08-21,324,10723,0,0,0
Africa,2020-08-22,355,10668,0,0,0
Africa,2020-08-23,270,10414,0,0,0
Africa,2020-08-24,174,9246,0,0,0
Africa,2020-08-25,229,7611,0,0,0
Africa,2020-08-26,271,7449,0,0,0
Africa,2020-08-27,312,9039,0,0,0
Africa,2020-08-28,254,8751,0,0,0
Africa,2020-08-29,239,7893,0,0,0
Africa,2020-08-30,326,8541,0,0,0
Africa,2020-08-31,156,9363,0,0,0
Africa,2020-09-01,232,7059,0,0,0
Africa,2020-09-02,238,6678,0,0,0
Africa,2020-09-03,250,8328,0,0,0
Africa,2020-09-04,294,7959,0,0,0
Africa,2020-09-05,241,9001,0,0,0
Africa,2020-09-06,215,7474,0,0,0
Africa,2020-09-07,228,8264,0,0,0
Africa,2020-09-08,217,6524,0,0,0
Africa,2020-09-09,221,7451,0,0,0
Africa,2020-09-10,197,8579,0,0,0
Africa,2020-09-11,213,8031,0,0,0
Africa,2020-09-12,225,9027,0,0,0
Africa,2020-09-13,147,7448,0,0,0
Africa,2020-09-14,128,7391,0,0,0
Africa,2020-09-15,167,5829,0,0,0
Africa,2020-09-16,269,6823,0,0,0
Africa,2020-09-17,179,7512,0,0,0
Africa,2020-09-18,177,9026,0,0,0
Africa,2020-09-19,210,8985,0,0,0
Africa,2020-09-20,185,7981,0,0,0
Africa,2020-09-21,114,7692,0,0,0
Africa,2020-09-22,139,6258,0,0,0
Africa,2020-09-23,236,6875,0,0,0
Africa,2020-09-24,205,8711,0,0,0
Africa,2020-09-25,166,8205,0,0,0
Africa,2020-09-26,456,8257,0,0,0
Africa,2020-09-27,185,7482,0,0,0
Africa,2020-09-28,116,7514,0,0,0
Africa,2020-09-29,299,5729,0,0,0
Africa,2020-09-30,212,7786,0,0,0
Africa,2020-10-01,310,8395,0,0,0
Africa,2020-10-02,239,8682,0,0,0
Africa,2020-10-03,136,8675,0,0,0
Africa,2020-10-04,106,7621,0,0,0
Africa,2020-10-05,175,9426,0,0,0
Africa,2020-10-06,130,4877,0,0,0
Africa,2020-10-07,228,9186,0,0,0
Africa,2020-10-08,235,8419,0,0,0
Africa,2020-10-09,292,10219,0,0,0
Africa,2020-10-10,239,9012,0,0,0
Africa,2020-10-11,157,12313,0,0,0
Africa,2020-10-12,109,10882,0,0,0
Africa,2020-10-13,110,5688,0,0,0
Africa,2020-10-14,163,10325,0,0,0
Africa,2020-10-15,126,8930,0,0,0
Africa,2020-10-16,116,9136,0,0,0
Africa,2020-10-17,144,9440,0,0,0
Africa,2020-10-18,236,14298,0,0,0
Africa,2020-10-19,126,8168,0,0,0
Africa,2020-10-20,174,9845,0,0,0
Africa,2020-10-21,295,9946,0,0,0
Africa,2020-10-22,182,10787,0,0,0
Africa,2020-10-23,182,11948,0,0,0
Africa,2020-10-24,182,11413,0,0,0
Africa,2020-10-25,184,11193,0,0,0
Africa,2020-10-26,202,10905,0,0,0
Africa,2020-10-27,171,7299,0,0,0
Africa,2020-10-28,327,11114,0,0,0
Africa,2020-10-29,152,10454,0,0,0
Africa,2020-10-30,138,10695,0,0,0
Africa,2020-10-31,236,13672,0,0,0
Africa,2020-11-01,207,11823,0,0,0
Africa,2020-11-02,174,9998,0,0,0
Africa,2020-11-03,178,7990,0,0,0
Africa,2020-11-04,259,11099,0,0,0
Africa,2020-11-05,467,13648,0,0,0
Africa,2020-11-06,236,15789,0,0,0
Africa,2020-11-07,356,13603,0,0,0
Africa,2020-11-08,209,13404,0,0,0
Africa,2020-11-09,189,11997,0,0,0
Africa,2020-11-10,270,9324,0,0,0
Africa,2020-11-11,255,14070,0,0,0
Africa,2020-11-12,291,14311,0,0,0
Africa,2020-11-13,219,14934,0,0,0
Africa,2020-11-14,246,15613,0,0,0
Africa,2020-11-15,214,13971,0,0,0
Africa,2020-11-16,307,12680,0,0,0
Africa,2020-11-17,218,10240,0,0,0
Africa,2020-11-18,213,13730,0,0,0
Africa,2020-11-19,292,15229,0,0,0
Africa,2020-11-20,262,14814,0,0,0
Africa,2020-11-21,336,14867,0,0,0
Africa,2020-11-22,243,13683,0,0,0
Africa,2020-11-23,290,12738,0,0,0
Africa,2020-11-24,275,9713,0,0,0
Africa,2020-11-25,367,13146,0,0,0
Africa,2020-11-26,287,14868,0,0,0
Africa,2020-11-27,306,13907,0,0,0
Africa,2020-11-28,322,16168,0,0,0
Africa,2020-11-29,227,13337,0,0,0
Africa,2020-11-30,234,13483,0,0,0
Africa,2020-12-01,264,9773,0,0,0
Africa,2020-12-02,308,13206,0,0,0
Africa,2020-12-03,282,15376,0,0,0
Africa,2020-12-04,323,16260,0,0,0
Africa,2020-12-05,380,16076,0,0,0
Africa,2020-12-06,270,15070,0,0,0
Africa,2020-12-07,316,14169,0,0,0
Africa,2020-12-08,242,10610,0,0,0
Africa,2020-12-09,418,15505,0,0,0
Africa,2020-12-10,343,18466,0,0,0
Africa,2020-12-11,380,18623,0,0,0
Africa,2020-12-12,383,18737,0,0,0
Africa,2020-12-13,331,17818,0,0,0
Africa,2020-12-14,362,16261,0,0,0
Africa,2020-12-15,334,14228,0,0,0
Africa,2020-12-16,403,17737,0,0,0
Africa,2020-12-17,341,21004,0,0,0
Africa,2020-12-18,369,20325,0,0,0
Africa,2020-12-19,552,22026,0,0,0
Africa,2020-12-20,384,17860,0,0,0
Africa,2020-12-21,337,18542,0,0,0
Africa,2020-12-22,412,16253,0,0,0
Africa,2020-12-23,520,20305,0,0,0
Africa,2020-12-24,620,26197,0,0,0
Africa,2020-12-25,547,25859,0,0,0
Africa,2020-12-26,530,25263,0,0,0
Africa,2020-12-27,428,20981,0,0,0
Africa,2020-12-28,439,18375,0,0,0
Africa,2020-12-29,543,15875,0,0,0
Africa,2020-12-30,722,19935,0,0,0
Africa,2020-12-31,714,31215,0,0,0
Africa,2021-01-01,693,29790,0,0,0
Africa,2021-01-02,667,25919,0,0,0
Africa,2021-01-03,509,23808,0,0,0
Africa,2021-01-04,618,22630,0,0,0
Africa,2021-01-05,683,21957,0,0,0
Africa,2021-01-06,828,27434,0,0,0
Africa,2021-01-07,1101,37010,0,0,0
Africa,2021-01-08,677,35228,0,0,0
Africa,2021-01-09,914,37148,0,0,0
Africa,2021-01-10,702,36565,0,500,500
Africa,2021-01-11,611,29519,0,500,1000
Africa,2021-01-12,718,28587,0,500,1500
Africa,2021-01-13,1065,25413,0,500,2000
Africa,2021-01-14,1126,34323,0,1000,3000
Africa,2021-01-15,1054,34503,0,1000,4000
Africa,2021-01-16,921,31563,0,3000,7000
Africa,2021-01-17,684,28777,0,1325,8325
Africa,2021-01-18,601,25906,0,1325,9650
Africa,2021-01-19,740,22265,0,1325,10975
Africa,2021-01-20,1196,23990,0,2187,13162
Africa,2021-01-21,943,30062,0,1864,15026
Africa,2021-01-22,1006,26863,0,1864,16890
Africa,2021-01-23,986,27632,0,1463,18353
Africa,2021-01-24,792,27713,0,768,19121
Africa,2021-01-25,642,19150,0,987,20108
Africa,2021-01-26,623,15675,0,3072,23180
Africa,2021-01-27,1012,20063,0,3124,26304
Africa,2021-01-28,1139,22318,0,3441,29745
Africa,2021-01-29,888,19891,0,47331,77076
Africa,2021-01-30,850,20721,0,46685,123761
Africa,2021-01-31,590,17444,0,44099,167860
Africa,2021-02-01,520,14802,0,82180,250040
Africa,2021-02-02,519,12723,0,65305,315345
Africa,2021-02-03,862,15329,5,58805,374150
Africa,2021-02-04,722,15903,5,50984,425134
Africa,2021-02-05,545,16429,5,64171,489305
Africa,2021-02-06,576,19253,1586,63390,552695
Africa,2021-02-07,541,13208,1586,51317,604012
Africa,2021-02-08,357,11536,3980,51317,655329
Africa,2021-02-09,440,10162,6700,74726,730055
Africa,2021-02-10,718,12261,10335,141538,871593
Africa,2021-02-11,548,14068,13867,119925,991518
Africa,2021-02-12,531,14011,13867,265830,1257348
Africa,2021-02-13,551,13412,14181,285481,1542829
Africa,2021-02-14,346,11437,14181,167375,1710204
Africa,2021-02-15,299,10707,16441,167375,1877579
Africa,2021-02-16,451,8751,18176,209955,2087534
Africa,2021-02-17,459,10587,19512,190469,2278003
Africa,2021-02-18,415,12779,22925,169325,2447328
Africa,2021-02-19,474,12131,32990,149640,2596968
Africa,2021-02-20,398,12675,45489,136386,2733354
Africa,2021-02-21,292,9675,50463,95674,2829028
Africa,2021-02-22,342,9459,68325,101548,2930576
Africa,2021-02-23,297,10710,86927,137376,3067952
Africa,2021-02-24,478,9112,102499,332462,3400414
Africa,2021-02-25,359,13354,119792,313844,3714258
Africa,2021-02-26,332,10408,183604,277597,3991855
Africa,2021-02-27,344,12688,252758,219343,4211198
Africa,2021-02-28,346,8331,255982,142718,4353916
Africa,2021-03-01,229,8360,330257,148405,4502321
Africa,2021-03-02,326,8874,394124,224248,4726569
Africa,2021-03-03,389,9377,468861,233986,4960555
Africa,2021-03-04,310,13447,529681,208948,5169503
Africa,2021-03-05,332,11494,624742,227944,5397447
Africa,2021-03-06,307,10562,705135,263868,5661315
Africa,2021-03-07,259,8719,705135,162402,5823717
Africa,2021-03-08,224,8280,779759,144365,5968082
Africa,2021-03-09,314,8521,850734,232747,6200829
Africa,2021-03-10,303,8961,1010055,331748,6532577
Africa,2021-03-11,321,10781,1137129,274067,6806644
Africa,2021-03-12,272,10309,1397210,395014,7201658
Africa,2021-03-13,269,11459,1644318,379900,7581558
Africa,2021-03-14,256,8587,1644318,224940,7806498
Africa,2021-03-15,278,8797,1942667,278754,8085252
Africa,2021-03-16,284,8706,2146524,319415,8404667
Africa,2021-03-17,330,9945,2312736,276357,8681024
Africa,2021-03-18,410,19861,2321849,242601,8923625
Africa,2021-03-19,261,11059,2563824,248448,9172073
Africa,2021-03-20,583,13768,2634856,196667,9368740
Africa,2021-03-21,203,9117,2634856,163217,9531957
Africa,2021-03-22,200,8912,2728498,162934,9694891
Africa,2021-03-23,272,8517,2820695,216929,9911820
Africa,2021-03-24,326,10098,3089404,450141,10361961
Africa,2021-03-25,373,16886,3329642,419076,10781037
Africa,2021-03-26,356,11493,3503614,365017,11146054
Africa,2021-03-27,286,12979,3606163,291001,11437055
Africa,2021-03-28,199,9217,3608826,244177,11681232
Africa,2021-03-29,188,9673,3743035,256020,11937252
Africa,2021-03-30,307,9650,3870510,337857,12275109
Africa,2021-03-31,279,10931,3995049,338075,12613184
Africa,2021-04-01,330,16349,4097537,356491,12969675
Africa,2021-04-02,249,11816,4174318,258211,13227886
Africa,2021-04-03,272,13571,4226013,236713,13464599
Africa,2021-04-04,186,8798,4226289,211546,13676145
Africa,2021-04-05,275,9619,4285890,209616,13885761
Africa,2021-04-06,225,9691,4333474,277641,14163402
Africa,2021-04-07,261,10015,4399278,288317,14451719
Africa,2021-04-08,350,16458,4443032,346379,14798098
Africa,2021-04-09,283,12778,4477593,284251,15082349
Africa,2021-04-10,284,12631,4516916,280388,15362737
Africa,2021-04-11,239,10008,4531219,227666,15590403
Africa,2021-04-12,291,9594,4533119,247342,15837745
Africa,2021-04-13,276,11268,4546621,253145,16090890
Africa,2021-04-14,279,9926,4558759,287738,16378628
Africa,2021-04-15,411,17296,4589663,273201,16651829
Africa,2021-04-16,302,12336,4600852,294537,16946366
Africa,2021-04-17,323,12656,4607983,284750,17231116
Africa,2021-04-18,323,11043,4630823,218147,17449263
Africa,2021-04-19,270,9275,4648624,223784,17673047
Africa,2021-04-20,240,9993,4663908,242223,17915270
Africa,2021-04-21,401,11045,4680066,265584,18180854
Africa,2021-04-22,402,16822,4691880,230607,18411461
Africa,2021-04-23,290,11018,4712634,228437,18639898
Africa,2021-04-24,341,13964,4727792,217052,18856950
Africa,2021-04-25,245,10310,4740830,207258,19064208
Africa,2021-04-26,300,8707,4755809,216142,19280350
Africa,2021-04-27,293,8454,4783203,319881,19600231
Africa,2021-04-28,353,9003,4828904,422552,20022783
Africa,2021-04-29,422,14030,4856173,268837,20291620
Africa,2021-04-30,267,9105,4883115,224178,20515798
Africa,2021-05-01,276,11003,4896350,206185,20721983
Africa,2021-05-02,292,8037,4904881,207571,20929554
Africa,2021-05-03,246,6449,4947142,248962,21178516
Africa,2021-05-04,273,6296,5027649,415277,21593793
Africa,2021-05-05,358,8164,5082069,362292,21956085
Africa,2021-05-06,343,9398,5107964,325177,22281262
Africa,2021-05-07,316,9876,5166964,650779,22932041
Africa,2021-05-08,321,10745,5265772,311412,23243453
Africa,2021-05-09,265,8295,5518732,343944,23587397
Africa,2021-05-10,217,7523,5557451,345354,23932751
Africa,2021-05-11,270,6523,5599564,470660,24403411
Africa,2021-05-12,332,8701,5773814,401217,24804628
Africa,2021-05-13,380,10737,5809850,284891,25089519
Africa,2021-05-14,228,8665,5863124,274146,25363665
Africa,2021-05-15,261,8631,5940500,456098,25819763
Africa,2021-05-16,257,7095,5950153,408324,26228087
Africa,2021-05-17,213,7074,6017432,434800,26662887
Africa,2021-05-18,261,7337,6165017,654070,27316957
Africa,2021-05-19,403,9977,6295276,732993,28049950
Africa,2021-05-20,405,11363,6370135,666409,28716359
Africa,2021-05-21,242,10399,6634192,653142,29369501
Africa,2021-05-22,345,10704,6738732,471065,29840566
Africa,2021-05-23,224,10245,6762593,431781,30272347
Africa,2021-05-24,205,8415,6836558,482096,30754443
Africa,2021-05-25,253,8254,6983446,854527,31608970
Africa,2021-05-26,235,8629,7112926,624137,32233107
Africa,2021-05-27,344,12890,7136486,644842,32877949
Africa,2021-05-28,273,11359,7174630,604704,33482653
Africa,2021-05-29,325,12680,7229614,523922,34006575
Africa,2021-05-30,246,12492,7296977,498996,34505571
Africa,2021-05-31,246,9539,8432047,551755,35057326
Africa,2021-06-01,308,9754,8669747,617777,35675103
Africa,2021-06-02,293,12314,8853952,625440,36300543
Africa,2021-06-03,370,15421,8974842,702205,37002748
Africa,2021-06-04,251,12403,9103131,441370,37444118
Africa,2021-06-05,279,15208,9179236,362064,37806182
Africa,2021-06-06,270,15319,9372059,469933,38276115
Africa,2021-06-07,210,11745,9675364,541923,38818038
Africa,2021-06-08,312,10933,10230768,828274,39646312
Africa,2021-06-09,375,13980,10657132,714785,40361097
Africa,2021-06-10,367,19843,11002402,641170,41002267
Africa,2021-06-11,315,21065,11221604,598307,41600574
Africa,2021-06-12,417,21671,11341272,357924,41958498
Africa,2021-06-13,247,19435,11367224,492597,42451095
Africa,2021-06-14,327,16991,11826935,552425,43003520
Africa,2021-06-15,430,16199,12539755,606087,43609607
Africa,2021-06-16,441,22078,12739901,473542,44083149
Africa,2021-06-17,373,25794,12979248,612002,44695151
Africa,2021-06-18,468,25851,13203558,556967,45252118
Africa,2021-06-19,518,26439,13290305,368189,45620307
Africa,2021-06-20,401,24387,13396618,601697,46222004
Africa,2021-06-21,371,22768,13773349,614388,46836392
Africa,2021-06-22,444,20647,13823958,551744,47388136
Africa,2021-06-23,679,26250,14022864,530569,47918705
Africa,2021-06-24,509,34679,14566440,566475,48485180
Africa,2021-06-25,505,33336,14738907,582954,49068134
Africa,2021-06-26,595,33436,14863481,366834,49434968
Africa,2021-06-27,493,33096,14955922,479107,49914075
Africa,2021-06-28,420,28398,15364225,401239,50315314
Africa,2021-06-29,541,24806,15450256,560536,50875850
Africa,2021-06-30,556,29645,15683683,612623,51488473
Africa,2021-07-01,750,38139,15762643,553028,52041501
Africa,2021-07-02,1519,40787,15829509,437729,52479230
Africa,2021-07-03,707,45408,15864814,375032,52854262
Africa,2021-07-04,493,43439,16043230,410878,53265140
Africa,2021-07-05,650,31197,16473540,490615,53755755
Africa,2021-07-06,729,28578,16587472,462429,54218184
Africa,2021-07-07,856,34226,16687675,557713,54775897
Africa,2021-07-08,873,47488,17525832,537232,55313129
Africa,2021-07-09,869,46490,17639747,560889,55874018
Africa,2021-07-10,920,51804,17666560,364388,56238406
Africa,2021-07-11,686,44370,17692239,408337,56646743
Africa,2021-07-12,624,35158,18558618,718810,57365553
Africa,2021-07-13,737,35273,18779230,722492,58088045
Africa,2021-07-14,1081,39930,18910595,778768,58866813
Africa,2021-07-15,988,44809,19327655,1066776,59933589
Africa,2021-07-16,942,42738,19366026,316408,60249997
Africa,2021-07-17,993,47097,19420392,313128,60563125
Africa,2021-07-18,782,39166,19509647,261409,60824534
Africa,2021-07-19,579,35227,20108219,743016,61567550
Africa,2021-07-20,726,30258,20231707,564460,62132010
Africa,2021-07-21,1116,34297,20246776,680305,62812315
Africa,2021-07-22,930,35053,20693299,713791,63526106
Africa,2021-07-23,941,33217,20841487,542756,64068862
Africa,2021-07-24,1237,42033,20934143,294622,64363484
Africa,2021-07-25,954,36517,21281011,322722,64686206
Africa,2021-07-26,829,31456,21482032,903333,65589539
Africa,2021-07-27,856,27788,21875666,1076962,66666501
Africa,2021-07-28,841,36891,22035180,1152581,67819082
Africa,2021-07-29,1195,47536,22487338,1147327,68966409
Africa,2021-07-30,1075,42972,22627623,665770,69632179
Africa,2021-07-31,880,51272,22665631,502558,70134737
Africa,2021-08-01,800,36344,22833346,424121,70558858
Africa,2021-08-02,758,32357,23160177,728696,71287554
Africa,2021-08-03,858,34682,23939509,1794089,73081643
Africa,2021-08-04,1101,35069,23959510,846319,73927962
Africa,2021-08-05,952,42900,24409646,817352,74745314
Africa,2021-08-06,1525,64433,24578464,882038,75627352
Africa,2021-08-07,1151,51143,25102295,656428,76283780
Africa,2021-08-08,758,36678,25485480,604332,76888112
Africa,2021-08-09,683,32587,25966877,1075179,77963291
Africa,2021-08-10,607,23252,26304491,696751,78660042
Africa,2021-08-11,919,42119,26481864,1194161,79854203
Africa,2021-08-12,1057,33206,27109426,1308667,81162870
Africa,2021-08-13,1213,42719,27295001,898132,82061002
Africa,2021-08-14,990,44813,27403177,637604,82698606
Africa,2021-08-15,677,34815,27577376,853543,83552149
Africa,2021-08-16,676,29822,28638137,1392166,84944315
Africa,2021-08-17,733,29280,29089148,1596908,86541223
